FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Steven,Berghuis,MID,WAT,5000000,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,55,0,0,0,3,0,0,0,Burnley,Bournemouth,Middlesbrough,Swansea,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo,DEF,MID,4400000,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,50,-1,1,0,1,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,22,-1,0,0,Tottenham,West Ham,Watford,Arsenal,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bertrand,DEF,SOU,5400000,7,7,0.466666666666667,8.64197530864197E-08,1.2962962962963E-06,0,12098,1,2,0,0,0,0,0,1.3,717,-1,0,7,1,0.4,0,2.3,1,0,1,0,0,0.5,2091,0,415,0,0,180,902,0,0,34,West Ham,Leicester,Burnley,Man City,Chelsea,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3
Muhamed,Besic,MID,EVE,4400000,0,0,0,0,0,0,789,0,0,0,0,0,0,0,0,89,-1,0,0,1,0,0,0,0,0,0,0,0,0,243,0,75,0,0,0,34,0,0,0,Bournemouth,Crystal Palace,Man City,Burnley,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daley,Blind,DEF,MUN,5500000,0,18,4.5,8.18181818181818E-07,3.27272727272727E-06,0,35476,0,3,0,0,0,0,0,3.3,14071,0,0,18,0,0.5,0,2.7,3,0,2,0,0,3.4,41283,0,477,0,0,360,2077,0,0,113,Leicester,Stoke,Liverpool,Chelsea,Burnley,5.5,5.7,5.3,4.3,6.3,6.1,5.7,6.8,4.7,5.5,5.8,5.3,5.4,4.3,5.4,6.8,6.3,4.1,3.4,4.6,4.2,6.8,5.1,4.6,5.3,4.4,5.9,4.7,4,5.2,6.3,5.2,6.2
Hiram,Boateng,MID,CRY,4500000,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,43,0,0,0,Sunderland,Everton,West Ham,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bojan,MID,STK,5900000,2,12,0.8,1.35593220338983E-07,2.03389830508475E-06,0,67388,1,8,0,0,0,1,0,2,14605,-1,1,12,1,0.2,0,1.3,0,0,0,0,0,1.7,38909,0,360,0,0,271,826,-1,0,47,West Brom,Man Utd,Sunderland,Hull City,Swansea,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Yannick,Bolasie,MID,EVE,6100000,5,16,1.06666666666667,1.74863387978142E-07,2.62295081967213E-06,0,100655,1,2,0,0,0,0,0,2.7,16783,1,-1,16,-1,0.8,0,5,1,0,2,0,2,6.3,154981,0,469,0,0,307,49042,1,0,72,Bournemouth,Crystal Palace,Man City,Burnley,West Ham,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.7,0.5,0.5,0.6,0.7,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.8,0.8,0.5,0.5,0.6,0.5,0.5
Wilfried,Bony,FWD,STK,7300000,2,4,2,2.73972602739726E-07,5.47945205479452E-07,0,45384,0,8,0,0,0,0,0,0.5,14031,-2,0,4,2,0.2,0,1.3,0,0,0,0,0,1.3,58352,0,249,0,0,180,4401,0,0,9,West Brom,Man Utd,Sunderland,Hull City,Swansea,1.3,1.5,1.8,2.6,1.4,1.7,2,2.1,2.3,1.9,2.3,1.9,1.8,1.8,1.6,2.3,1.2,1.1,1.5,1.5,1.2,1.3,1.7,1.7,1.2,1.5,2.3,1.4,2,2.2,1.3,1.3,1.5
Fabio,Borini,FWD,SUN,5300000,0,4,2,3.77358490566038E-07,7.54716981132075E-07,0,58635,0,2,0,0,0,0,0,0.8,4306,-2,0,4,2,0.1,0,0.7,0,0,1,0,0,0.7,5361,0,280,0,0,153,95,0,0,11,Crystal Palace,West Brom,Stoke,West Ham,Arsenal,0,0,0,0,0,0,0,0,1.9,2,1.7,1.6,1.5,1.5,2.3,2.4,1.5,1.1,1.6,2.3,1.4,1.7,1.7,2.3,2.1,1.2,1.3,2.3,1.8,2.1,2.6,1.4,1.7
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0,0,0,0,2528,0,0,0,0,0,0,0,0,152,-1,0,0,1,0,0,0,0,0,0,0,0,0,55,0,123,0,0,0,5,0,0,0,Leicester,Stoke,Liverpool,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artur,Boruc,GLK,BOU,4500000,2,19,3.8,8.44444444444444E-07,4.22222222222222E-06,0,42579,1,9,0,18,0,0,0,4.2,9171,0,0,19,0,1.1,0,5,0,0,1,0,0,5.3,35885,0,281,1,1,450,12847,0,0,102,Everton,Watford,Hull City,Tottenham,Middlesbrough,4.1,2.9,3.8,5,2.4,4.9,4.2,4.2,5.7,2,5,5.7,2.3,3.7,5.5,3.9,4.3,5.7,2.6,4.2,3,1.9,5.7,4.8,3.2,3.4,4.4,2.9,4.1,3.5,5.5,5.7,1.9
Sofiane,Boufal,MID,SOU,6900000,0,0,0,0,0,0,2506,0,0,0,0,0,0,0,0,342,-1,1,0,1,0,0,0,0,0,0,0,0,0,3024,0,0,0,0,0,44,-1,0,0,West Ham,Leicester,Burnley,Man City,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrod,Bowen,FWD,HUL,4500000,0,0,0,0,0,0,1611,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2437,0,0,0,0,0,313,0,0,0,Liverpool,Chelsea,Bournemouth,Stoke,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George,Boyd,MID,BUR,5400000,2,11,2.2,4.07407407407407E-07,2.03703703703704E-06,0,5179,0,8,0,0,0,0,0,2,997,-1,0,11,1,0.4,0,2,0,0,1,0,0,0.2,1419,0,0,0,0,450,82,0,0,58,Watford,Arsenal,Southampton,Everton,Man Utd,1.8,1.2,1.1,1.6,1.2,1.9,1.1,1.4,1.2,2.8,1.1,1.1,2.4,2.4,1.1,2.7,1.1,2.9,1.1,1.8,1.3,1.2,1.1,1.4,1.7,2,1.4,1.1,2.3,1.1,1.8,1.1,2.2
Cameron,Brannagan,MID,LIV,4400000,0,0,0,0,0,0,795,0,0,0,0,0,0,0,0,124,-1,0,0,1,0,0,0,0,0,0,0,0,0,314,0,27,0,0,0,38,0,0,0,Hull City,Swansea,Man Utd,West Brom,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,5500000,6,8,0.533333333333333,9.6969696969697E-08,1.45454545454545E-06,0,9732,0,1,0,3,0,0,0,1.5,4506,0,0,8,0,0.5,0,2.7,0,0,1,0,0,1.9,61210,0,0,0,0,180,30462,0,0,36,Swansea,Tottenham,Everton,Southampton,West Brom,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Miguel,Britos,DEF,WAT,4400000,1,4,1,2.27272727272727E-07,9.09090909090909E-07,0,1391,2,6,0,0,0,0,0,0.9,430,-1,1,4,1,0.2,0,0.7,0,0,0,0,0,0.1,2071,0,205,0,0,360,1733,-1,0,52,Burnley,Bournemouth,Middlesbrough,Swansea,Hull City,0.5,0.9,0.5,0.7,0.5,0.8,0.5,0.7,0.5,0.5,0.5,0.6,0.7,0.5,1,0.5,0.6,1.2,0.6,0.5,1.1,1.1,0.5,0.7,0.5,0.5,0.5,0.5,0.7,1,0.5,0.5,0.5
Leon,Britton,MID,SWA,4400000,0,1,0.0666666666666667,1.51515151515152E-08,2.27272727272727E-07,0,1740,0,0,0,0,0,0,0,0.2,254,-1,1,1,1,0,0,0,0,0,0,0,0,0.1,454,0,166,0,0,59,129,-1,0,10,Man City,Liverpool,Arsenal,Watford,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyias,Browning,DEF,EVE,3900000,0,0,0,0,0,0,15676,0,0,0,0,0,0,0,0,2615,-1,1,0,1,0,0,0,0,0,0,0,0,0.8,6907,0,22,0,0,0,5718,-1,0,0,Bournemouth,Crystal Palace,Man City,Burnley,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Bruce,DEF,HUL,4000000,0,0,0,0,0,0,2529,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1684,0,0,0,0,0,510,0,0,0,Liverpool,Chelsea,Bournemouth,Stoke,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Brunt,DEF,WBA,4900000,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,39,-1,0,0,1,0,0,0,0,0,0,0,0,0,121,0,230,0,0,0,36,0,0,0,Stoke,Sunderland,Tottenham,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reece,Burke,DEF,WHU,4000000,0,0,0,0,0,0,1505,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1983,0,0,0,0,0,88,0,0,0,Southampton,Middlesbrough,Crystal Palace,Sunderland,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Butland,GLK,STK,4800000,0,0,0,0,0,0,107275,0,0,0,0,0,0,0,0,10854,-2,0,0,2,0,0,0,0,0,0,0,0,1.9,1822,0,341,0,0,0,74,0,0,0,West Brom,Man Utd,Sunderland,Hull City,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,WHU,4500000,0,6,1.5,3.33333333333333E-07,1.33333333333333E-06,0,14472,2,6,0,0,0,0,0,1.3,4139,0,0,6,0,0,0,0,0,0,1,0,0,0.7,10823,0,39,0,0,258,565,0,0,53,Southampton,Middlesbrough,Crystal Palace,Sunderland,Everton,2.2,0.9,1,1.2,0.8,1.7,0.8,0.8,2.1,1.1,1.6,0.8,0.9,0.8,0.8,1.7,0.8,0.9,0.9,1.2,0.8,1,0.8,1.3,1,1.7,1.2,0.9,0.9,1.4,1.3,2.1,0.8
Willy,Caballero,GLK,MCI,5000000,0,6,2,4E-07,1.2E-06,0,18990,0,3,0,5,0,0,0,1.2,3618,0,0,6,0,0.1,0,0.7,0,0,0,0,0,0.5,19772,0,45,0,0,270,319,0,0,39,Swansea,Tottenham,Everton,Southampton,West Brom,1.8,1.4,1.2,3,1.5,1.2,1.9,1,1.4,1,1.3,2.6,1.9,2,2.1,1.3,1.7,2.1,1.6,1.6,1,1.7,2.4,2.9,2.7,1.1,1.1,1.8,1.6,1.2,2.3,1.7,1.4
Yohan,Cabaye,MID,CRY,5700000,0,1,0.0666666666666667,1.16959064327485E-08,1.75438596491228E-07,0,99338,1,2,0,0,0,0,0,0.2,8917,-3,1,1,3,-0.1,1,-0.3,0,0,0,0,0,1.5,5502,0,397,0,0,149,193,-1,0,11,Sunderland,Everton,West Ham,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CHE,6000000,1,11,2.2,3.66666666666667E-07,1.83333333333333E-06,0,55186,1,6,0,0,0,0,0,1.8,14026,0,0,11,0,0.5,0,2.7,0,0,1,0,0,5.1,13505,0,283,0,0,450,876,0,0,80,Arsenal,Hull City,Leicester,Man Utd,Southampton,3,2.2,2,1.2,2.1,1.5,1.4,2,1.2,1.9,2,2.2,3,2.7,1.7,1.1,1.3,2.3,2.9,1.1,1.9,2.4,1.6,2.8,2.6,1.5,1.8,1.1,3.3,1.5,1.4,1.7,1.9
Jonathan,Calleri,FWD,WHU,6900000,1,4,0.266666666666667,3.86473429951691E-08,5.79710144927536E-07,0,1564,0,2,0,0,0,0,0,0.6,254,-1,1,4,1,0.1,0,1,0,0,0,0,0,0,1855,0,0,0,0,108,131,-1,0,4,Southampton,Middlesbrough,Crystal Palace,Sunderland,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6400000,1,13,2.6,4.0625E-07,2.03125E-06,0,62962,0,5,0,0,0,1,0,2,11998,-1,0,13,1,0.5,0,3,0,0,3,0,0,2,30981,0,165,0,0,345,7791,0,0,25,Everton,Watford,Hull City,Tottenham,Middlesbrough,2.3,2.2,2.8,2.4,1.6,3.3,2.9,1.8,3.9,1.4,3.4,3.9,1.7,2.1,2.7,2.8,3.1,3,1.4,3.1,1.5,1.4,3.8,2.8,1.4,1.7,3.2,1.3,2.7,2.4,3.7,3.9,1.3
Geoff,Cameron,DEF,STK,4400000,0,2,0.7,1.59090909090909E-07,4.54545454545455E-07,0,5985,0,9,0,0,0,0,0,0.5,997,-1,0,2,1,0.2,0,0.7,0,0,0,0,0,0.3,2505,0,293,0,0,270,665,0,0,48,West Brom,Man Utd,Sunderland,Hull City,Swansea,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.7,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.6,0.4,0.6,0.4
Fraizer,Campbell,FWD,CRY,4400000,0,0,0,0,0,0,12357,0,0,0,0,0,0,0,0,2141,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,9341,0,12,0,0,0,5854,0,0,0,Sunderland,Everton,West Ham,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Campbell,MID,ARS,5900000,0,0,0,0,0,0,4442,0,0,0,0,0,0,0,0,137,-1,0,0,1,0,0,0,0,0,0,0,0,0,210,0,175,0,0,0,2,0,0,0,Chelsea,Burnley,Swansea,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emre,Can,MID,LIV,4800000,0,1,0.0666666666666667,1.38888888888889E-08,2.08333333333333E-07,0,41166,0,1,0,0,0,0,0,0.2,3090,-2,0,1,2,0,0,0,0,0,0,0,0,0.8,3727,0,399,0,0,21,320,0,0,4,Hull City,Swansea,Man Utd,West Brom,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Etienne,Capoue,MID,WAT,5100000,10,44,8.8,1.72549019607843E-06,8.62745098039216E-06,0,96519,0,8,0,0,0,4,0,9,9373,6,-3,44,-6,1.6,0,8.3,11,0,0,0,1,39.1,1351271,0,347,0,2,434,421219,3,0,143,Burnley,Bournemouth,Middlesbrough,Swansea,Hull City,10.6,13.2,12.4,13,9.1,8.6,13.2,10.6,11.9,9.8,9.8,12.7,11.3,10.3,12.7,10.9,10.7,10.5,13.2,12.2,12.2,13.2,11.2,11.7,10.7,10.8,10.7,10.4,13.2,10.8,10.7,11.6,9.2
Michael,Carrick,MID,MUN,4300000,0,0,0,0,0,0,27166,0,0,0,0,0,0,0,0,4913,-2,0,0,2,0,0,0,0,0,0,0,0,1.2,21767,0,275,0,0,0,11354,0,0,0,Leicester,Stoke,Liverpool,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Carroll,FWD,WHU,6300000,0,2,0.133333333333333,2.11640211640212E-08,3.17460317460317E-07,0,259194,0,2,0,0,0,0,0,0.3,6753,-2,0,2,2,0,0,0,0,0,0,0,0,1.6,29282,0,381,0,0,90,88,0,0,7,Southampton,Middlesbrough,Crystal Palace,Sunderland,Everton,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tom,Carroll,MID,TOT,4400000,0,1,0.0666666666666667,1.51515151515152E-08,2.27272727272727E-07,0,3030,0,0,0,0,0,0,0,0.2,567,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,1584,0,93,0,0,1,240,0,0,3,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron,Carter-Vickers,DEF,TOT,4400000,0,0,0,0,0,0,915,0,0,0,0,0,0,0,0,116,-1,1,0,1,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,72,-1,0,0,Middlesbrough,Man City,West Brom,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4500000,2,5,1.3,2.88888888888889E-07,1.11111111111111E-06,0,8042,1,6,0,0,0,0,0,1.1,1057,0,0,5,0,0.2,0,0.7,0,0,0,0,0,0.4,2881,0,335,0,0,360,1317,0,0,47,Burnley,Bournemouth,Middlesbrough,Swansea,Hull City,0.6,1.3,0.7,1.1,0.6,1.2,0.7,1.1,0.8,0.6,0.6,1,1.1,0.7,1.5,0.6,0.9,1.8,1,0.6,1.5,1.6,0.6,1.1,0.7,0.7,0.8,0.7,1.1,1.5,0.6,0.7,0.6
Lee,Cattermole,MID,SUN,4400000,1,1,0.0666666666666667,1.51515151515152E-08,2.27272727272727E-07,0,3455,1,1,0,0,0,0,0,0.2,325,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.1,997,0,246,0,0,90,210,0,0,5,Crystal Palace,West Brom,Stoke,West Ham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santiago,Cazorla,MID,ARS,7700000,2,30,6,7.79220779220779E-07,3.8961038961039E-06,0,105325,2,3,0,0,0,2,0,3.9,56465,2,0,30,-2,0.9,0,6.7,5,0,2,0,2,7.7,302417,0,259,0,0,348,31561,0,0,116,Chelsea,Burnley,Swansea,Middlesbrough,Sunderland,6.2,7,6.6,7.5,8.6,5.9,8.3,8.7,5.9,6.8,6.8,5.5,6.3,6.6,6.7,8.5,9,6.1,6.5,5.1,6.2,4.8,9,7.1,5.1,7.3,6.9,8.5,7.3,6.2,7.6,8.3,5.5
Petr,Cech,GLK,ARS,5500000,1,13,2.6,4.72727272727273E-07,2.36363636363636E-06,0,141996,1,7,0,16,0,0,0,2.4,36465,0,0,13,0,0.4,0,2,0,0,1,0,0,16,80069,1,409,0,0,450,9441,0,0,75,Chelsea,Burnley,Swansea,Middlesbrough,Sunderland,1.8,1.8,2.1,1.6,2.9,2.3,1.7,3.5,3.3,3.1,2.2,1.9,2.2,3,2.6,3,2.8,1.8,2,1.5,3,3.2,2.3,2.5,1.7,3.8,3.1,2.1,2.2,2.4,1.4,3.8,1.7
,Cedric,DEF,SOU,5000000,9,15,3,6E-07,3E-06,0,15588,0,6,0,0,0,0,0,3,2877,0,0,15,0,0.8,0,4,3,0,1,0,0,1.1,13739,0,320,0,0,438,7034,0,0,92,West Ham,Leicester,Burnley,Man City,Chelsea,2.5,1.5,4.2,1.5,3.1,2.6,4.5,2.9,2.6,2.9,3.2,2,3.7,3.6,1.6,1.5,3.7,2.4,4.5,2.3,4.4,1.9,2.5,1.9,4.5,4.4,2,3,1.5,2.7,2.5,1.5,4.4
Nacer,Chadli,MID,WBA,6400000,21,23,1.53333333333333,2.39583333333333E-07,3.59375E-06,0,16958,0,3,0,0,0,2,0,3.6,8389,-1,0,23,1,1.2,0,7.7,3,0,0,0,2,1.8,72963,0,173,0,1,164,64258,0,0,76,Stoke,Sunderland,Tottenham,Liverpool,Man City,0,1.2,0.8,0.8,0.8,0.8,1.5,1.1,0.8,0.8,0.8,1,0.8,0.8,0.8,0.8,1.1,1.2,0.9,0.8,1.3,0.8,0.8,0.8,1,0.9,1.3,0.8,0.8,1.4,0.8,0.8,1.1
Nathaniel,Chalobah,MID,CHE,4500000,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,30,0,0,0,Arsenal,Hull City,Leicester,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chamberlain,MID,ARS,6000000,0,13,0.866666666666667,1.44444444444444E-07,2.16666666666667E-06,0,68618,0,3,0,0,0,1,0,2.2,17813,0,0,13,0,0.2,0,1.3,0,0,1,0,0,1.8,56837,0,186,0,0,239,601,0,0,51,Chelsea,Burnley,Swansea,Middlesbrough,Sunderland,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4
Calum,Chambers,DEF,MID,4400000,0,6,0.4,9.09090909090909E-08,1.36363636363636E-06,0,90061,0,4,0,0,0,1,0,1.3,13601,-1,1,6,1,0,0,0,0,0,0,0,0,3.5,78477,0,70,0,0,90,1190,-1,0,26,Tottenham,West Ham,Watford,Arsenal,Bournemouth,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2
James,Chester,DEF,WBA,4500000,0,0,0,0,0,0,3783,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,85,0,0,0,3,0,0,0,Stoke,Sunderland,Tottenham,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,LEI,4400000,0,0,0,0,0,0,3715,0,0,0,0,0,0,0,0,507,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,438,0,0,0,0,0,96,0,0,0,Man Utd,Southampton,Chelsea,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro,Chirivella,MID,LIV,4400000,0,0,0,0,0,0,790,0,0,0,0,0,0,0,0,107,-1,0,0,1,0,0,0,0,0,0,0,0,0,390,0,2,0,0,0,28,0,0,0,Hull City,Swansea,Man Utd,West Brom,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Christian Benteke,FWD,CRY,7600000,2,11,3.7,4.86842105263158E-07,1.44736842105263E-06,0,101584,0,3,0,0,0,1,0,1.4,33263,1,-1,11,-1,0.5,0,3.7,1,0,0,0,0,6.1,235552,0,315,0,0,263,37263,1,0,25,Sunderland,Everton,West Ham,Leicester,Liverpool,4.9,3.4,5.5,2.9,5.6,3.5,4.6,4.5,5.6,5.5,3.8,4.6,4.6,4.2,4.1,3.9,3.4,3.2,4.9,5,4,3.6,3.5,4.5,4,3.4,4,5,4,5.6,3.9,4.2,3.4
Josh,Clackstone,DEF,HUL,4000000,0,0,0,0,0,0,1333,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3401,0,0,0,0,0,935,0,0,0,Liverpool,Chelsea,Bournemouth,Stoke,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordy,Clasie,MID,SOU,4800000,1,5,0.333333333333333,6.94444444444444E-08,1.04166666666667E-06,0,2132,0,3,0,0,0,0,0,1,298,-2,0,5,2,0.2,0,1,0,0,0,0,0,0.1,858,0,183,0,0,196,97,0,0,24,West Ham,Leicester,Burnley,Man City,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
