FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Wahbi,Khazri,MID,SUN,6000000,1,13,0.240740740740741,4.01234567901235E-08,2.16666666666667E-06,0,10998,2,12,0,0,0,0,0,2.2,49,-5,0,13,5,0.1,0,0.6,0,0,1,0,0,0.1,845,0,172,0,0,444,19,0,0,39,Burnley,Liverpool,Stoke,West Brom,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Ki Sung-yueng,MID,SWA,5000000,0,17,0.314814814814815,6.2962962962963E-08,3.4E-06,0,4365,0,14,0,0,0,0,0,3.4,36,-5,0,17,5,0,0,0,0,0,1,0,0,0,1048,0,241,0,0,546,12,0,0,101,Bournemouth,Crystal Palace,Arsenal,Liverpool,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Michael,Kightly,MID,BUR,4200000,0,6,0.111111111111111,2.64550264550265E-08,1.42857142857143E-06,0,16645,0,1,0,0,0,0,0,1.4,1060,-3,0,6,3,0.1,0,0.4,0,0,0,0,0,0.7,22754,0,0,0,0,104,2227,0,0,20,Sunderland,Man City,Southampton,Arsenal,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andy,King,MID,LEI,4800000,2,28,0.518518518518518,1.08024691358025E-07,5.83333333333333E-06,0,13406,2,17,0,0,0,1,0,5.8,542,-2,0,28,2,0.6,0,2.8,1,0,0,0,0,0.3,7893,0,174,0,0,958,572,0,0,133,West Ham,Middlesbrough,Chelsea,Southampton,Burnley,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Joshua,King,MID,BOU,5300000,2,48,2.8,5.28301886792453E-07,9.0566037735849E-06,0,54428,1,24,0,0,0,2,0,9.1,1041,-2,0,48,2,0.3,0,1.8,2,0,4,0,1,0.7,49731,0,321,0,0,1206,1653,0,0,131,Swansea,Arsenal,Hull City,Watford,Crystal Palace,1.7,2,1.7,3.3,2.4,1.5,2.1,1.6,1.7,2.5,2.9,1.4,1.4,2.2,1.4,3,2.2,2.6,3.7,1.8
Stephen,Kingsley,DEF,SWA,4000000,0,19,0.351851851851852,8.7962962962963E-08,4.75E-06,0,332698,0,13,0,0,0,0,0,4.8,11754,0,0,19,0,0,0,0,2,0,2,0,0,10.6,532188,0,75,0,1,675,4887,0,0,124,Bournemouth,Crystal Palace,Arsenal,Liverpool,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jan,Kirchhoff,MID,SUN,4300000,0,12,0.222222222222222,5.16795865633075E-08,2.7906976744186E-06,0,3094,1,11,0,0,0,0,0,2.8,61,-2,0,12,2,0.3,0,1.2,0,0,0,0,1,0,1418,0,118,0,0,433,19,0,0,61,Burnley,Liverpool,Stoke,West Brom,Tottenham,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ragnar,Klavan,DEF,LIV,4600000,2,23,2.9,6.30434782608696E-07,5E-06,0,39622,0,7,0,0,0,0,0,5,937,-4,0,23,4,0.8,0,3.6,3,0,2,0,0,0.6,16958,0,0,0,0,586,2833,0,0,142,Man City,Sunderland,Man Utd,Swansea,Chelsea,2.9,1.9,1.8,3,2.9,2.8,3.6,1.6,4.1,3.7,2.5,3.1,3.9,3.3,2.6,3.2,2.3,3.8,3.3,3.1
Aleksandar,Kolarov,DEF,MCI,5800000,6,50,2.9,5E-07,8.62068965517241E-06,0,135914,4,18,0,0,0,1,0,8.6,4882,-2,0,50,2,0.9,0,5.2,2,0,4,0,1,3.7,65159,1,429,0,1,1455,2812,0,0,291,Liverpool,Burnley,Everton,Tottenham,West Ham,3.1,3.5,2.5,3.4,3.6,2.8,2.7,2.2,2.2,3.6,3.5,3.8,2.4,3.3,3.2,3.1,2.7,3,2.6,2.5
Vincent,Kompany,DEF,MCI,5900000,0,3,0.0555555555555556,9.41619585687382E-09,5.08474576271186E-07,0,18051,1,1,0,0,0,0,0,0.5,197,-1,0,3,1,0,0,0,0,0,0,0,0,0.4,5214,0,173,0,0,114,93,0,0,13,Liverpool,Burnley,Everton,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arouna,Kone,FWD,EVE,5100000,0,3,0.0555555555555556,1.08932461873638E-08,5.88235294117647E-07,0,65877,0,0,0,0,0,0,0,0.6,432,-4,0,3,4,0,0,0,0,0,0,0,0,0.8,13653,0,289,0,0,46,227,0,0,9,Hull City,Southampton,Man City,Crystal Palace,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamine,Kone,DEF,SUN,4400000,0,30,1.9,4.31818181818182E-07,6.81818181818182E-06,0,69567,2,27,0,0,0,0,0,6.8,1203,-1,0,30,1,0.5,0,2.2,0,0,2,0,0,1.1,21368,0,176,0,0,1440,829,0,0,233,Burnley,Liverpool,Stoke,West Brom,Tottenham,1,2.1,2.2,1.2,2,1.4,2.2,1,1.6,1.1,2.1,1,1,1.3,2.4,2,2.3,1.3,1.7,1
Dimitrios,Konstantopoulos,GLK,MID,4200000,0,0,0,0,0,0,5661,0,0,0,0,0,0,0,0,96,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,578,0,0,0,0,0,47,0,0,0,Man Utd,Leicester,Watford,West Ham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurent,Koscielny,DEF,ARS,6300000,9,71,4.2,6.66666666666667E-07,1.12698412698413E-05,0,342632,3,15,0,0,0,2,0,11.3,9855,3,1,71,-3,0.4,0,2.6,11,0,5,0,0,18.4,770417,0,493,0,3,1530,18048,-1,0,400,Crystal Palace,Bournemouth,Swansea,Burnley,Watford,5.1,4.6,4.4,5.8,5.2,4.2,5.5,5.2,5.2,4.6,4.8,4.8,6,5.2,4.5,5,4.4,4,5.5,5.1
Cheikhou,Kouyate,MID,WHU,5100000,5,39,2.4,4.70588235294118E-07,7.64705882352941E-06,0,84445,1,25,0,0,0,0,0,7.6,510,-4,0,39,4,0.4,0,2.2,0,0,5,0,1,0.9,20655,0,498,0,0,1440,1528,0,0,224,Leicester,Man Utd,Crystal Palace,Middlesbrough,Man City,1.7,2,1.7,1.7,1.5,1.3,2,1.7,1.5,1.3,2.7,1.5,1.2,2.1,2,2.1,1.5,1.8,1.3,1.4
Dusan,Kuciak,GLK,HUL,4000000,0,0,0,0,0,0,4013,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0.3,6972,0,0,0,0,0,129,0,0,0,Everton,West Brom,Bournemouth,Chelsea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0,0,0,0,980,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,11,0,0,0,Arsenal,Swansea,West Ham,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Lafferty,DEF,BUR,4000000,0,0,0,0,0,0,21045,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2998,0,0,0,0,0,12,0,0,0,Sunderland,Man City,Southampton,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam,Lallana,MID,LIV,7500000,9,98,1.81481481481481,2.41975308641975E-07,1.30666666666667E-05,0,631901,1,18,0,0,0,7,0,13.1,13871,5,-1,98,-5,1,0,7.8,13,0,4,0,6,21.6,1250467,0,416,0,3,1108,150699,1,0,364,Man City,Sunderland,Man Utd,Swansea,Chelsea,0.9,1.3,1,1.3,0.9,1,1.1,1,0.9,1.9,0.9,1.4,1.6,0.9,0.9,1.1,1.1,1.3,0.9,1.4
Rickie,Lambert,FWD,WBA,5400000,0,1,1,1.85185185185185E-07,1.85185185185185E-07,0,7944,0,0,0,0,0,0,0,0.2,35,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,1242,0,72,0,0,13,14,0,0,3,Southampton,Hull City,Tottenham,Sunderland,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik,Lamela,MID,TOT,6600000,0,28,0.518518518518518,7.85634118967452E-08,4.24242424242424E-06,0,523701,1,2,0,0,0,1,0,4.2,1708,-4,0,28,4,0,1,0,4,0,4,0,1,3.7,302059,0,519,0,0,595,109,0,0,93,Watford,Chelsea,West Brom,Man City,Sunderland,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Manuel,Lanzini,MID,WHU,6400000,0,49,0.907407407407407,1.41782407407407E-07,7.65625E-06,0,26478,1,23,0,0,0,3,0,7.7,3209,-1,0,49,1,0.3,0,1.6,5,0,4,0,0,0.2,30927,0,381,0,1,1025,259,0,0,227,Leicester,Man Utd,Crystal Palace,Middlesbrough,Man City,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Sebastian,Larsson,MID,SUN,4700000,2,5,0.0925925925925926,1.97005516154452E-08,1.06382978723404E-06,0,920,1,5,0,0,0,0,0,1.1,25,-3,0,5,3,0.2,0,1,0,0,0,0,0,0,453,0,58,0,0,218,139,0,0,25,Burnley,Liverpool,Stoke,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant,Leadbitter,MID,MID,4700000,0,3,0.0555555555555556,1.18203309692671E-08,6.38297872340426E-07,0,492,0,2,0,0,0,0,0,0.6,12,-3,0,3,3,0,0,0.2,0,0,0,0,0,0,210,0,0,0,0,65,3,0,0,14,Man Utd,Leicester,Watford,West Ham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Ledley,MID,CRY,4500000,0,33,0.611111111111111,1.35802469135802E-07,7.33333333333333E-06,0,30754,0,18,0,0,0,1,0,7.3,1293,0,0,33,0,0.5,0,2.2,1,0,2,0,1,0.5,23594,0,121,0,0,892,77,0,0,162,Arsenal,Swansea,West Ham,Everton,Bournemouth,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Lee Chung-yong,MID,CRY,4300000,0,20,0.37037037037037,8.61326442721792E-08,4.65116279069767E-06,0,14486,0,7,0,0,0,0,0,4.7,220,-2,0,20,2,0.1,0,0.4,0,0,2,0,1,0.2,13361,0,56,0,0,366,146,0,0,84,Arsenal,Swansea,West Ham,Everton,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jonathan,Leko,MID,WBA,4200000,0,9,0.166666666666667,3.96825396825397E-08,2.14285714285714E-06,0,27783,0,2,0,0,0,0,0,2.1,1304,-3,0,9,3,0,0,0.2,0,0,0,0,1,0.6,33374,0,28,0,0,95,3891,0,0,33,Southampton,Hull City,Tottenham,Sunderland,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Brian,Lenihan,DEF,HUL,3900000,0,0,0,0,0,0,56195,0,0,0,0,0,0,0,0,1773,-1,0,0,1,0,0,0,0,0,0,0,0,1.6,60270,0,0,0,0,0,1664,0,0,0,Everton,West Brom,Bournemouth,Chelsea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Lennon,MID,EVE,5500000,3,18,0.333333333333333,6.06060606060606E-08,3.27272727272727E-06,0,12069,0,5,0,0,0,0,0,3.3,198,-5,0,18,5,0.4,0,2.2,0,0,1,0,1,0.2,2985,0,278,0,0,431,839,0,0,89,Hull City,Southampton,Man City,Crystal Palace,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jeremain,Lens,MID,SUN,5900000,0,2,1,1.69491525423729E-07,3.38983050847458E-07,0,2462,0,1,0,0,0,0,0,0.3,10,-1,0,2,1,0,0,0,0,0,0,0,0,0,187,0,180,0,0,69,2,0,0,12,Burnley,Liverpool,Stoke,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse,Lingard,MID,MUN,5600000,3,26,0.481481481481481,8.5978835978836E-08,4.64285714285714E-06,0,41301,1,7,0,0,0,0,0,4.6,884,-4,0,26,4,0.3,0,1.8,0,0,4,0,2,0.5,17153,0,318,0,0,576,1606,0,0,108,Middlesbrough,West Ham,Liverpool,Stoke,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jake,Livermore,MID,HUL,4800000,2,41,2.3,4.79166666666667E-07,8.54166666666667E-06,0,5628,3,36,0,0,0,1,0,8.5,231,-2,0,41,2,0.7,0,3.2,2,0,2,0,1,0.1,4532,0,0,0,0,1484,608,0,1,244,Everton,West Brom,Bournemouth,Chelsea,Man Utd,1.9,1.4,2.2,1.2,1.5,1.2,1.2,2.6,1.6,1.9,1.4,1.6,2,1.2,1.5,2.2,1.3,2.8,1.5,1.6
Fernando,Llorente,FWD,SWA,6300000,5,62,4.1,6.50793650793651E-07,9.84126984126984E-06,0,202704,0,31,0,0,0,6,0,9.8,18560,-2,0,62,2,0.7,0,4.6,7,0,2,0,2,6,331711,0,0,0,2,1057,27682,0,0,220,Bournemouth,Crystal Palace,Arsenal,Liverpool,Southampton,5.3,5.1,4.7,4.4,4.9,4.6,6,3.4,6,5.1,3.5,4.9,5.2,4.5,4.1,4.8,4,4.9,4.2,5
Hugo,Lloris,GLK,TOT,5500000,2,62,3.9,7.09090909090909E-07,1.12727272727273E-05,0,232821,0,12,0,34,0,0,0,11.3,7159,0,0,62,0,0.8,0,4.2,2,0,6,0,0,7.4,196868,0,419,0,0,1384,2899,0,0,291,Watford,Chelsea,West Brom,Man City,Sunderland,3.3,4.6,5.2,3.6,2.8,4.9,4.1,5.7,5,4.2,5.8,2.9,3.4,5,5.8,2.4,5.7,4.3,4,4
Ruben,Loftus-Cheek,MID,CHE,5100000,0,1,0.0185185185185185,3.63108206245461E-09,1.96078431372549E-07,0,3832,0,0,0,0,0,0,0,0.2,21,-4,0,1,4,0,0,0,0,0,0,0,0,0.1,370,0,68,0,0,9,3,0,0,3,Stoke,Tottenham,Leicester,Hull City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Long,FWD,BUR,4500000,0,0,0,0,0,0,31997,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0.4,4589,0,0,0,0,0,81,0,0,0,Sunderland,Man City,Southampton,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Long,DEF,BUR,4000000,0,0,0,0,0,0,3125,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6442,0,0,0,0,0,196,0,0,0,Sunderland,Man City,Southampton,Arsenal,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Long,FWD,SOU,6100000,0,15,1.1,1.80327868852459E-07,2.45901639344262E-06,0,449878,2,8,0,0,0,0,0,2.5,2076,-4,0,15,4,0.2,0,1,0,0,1,0,0,3.1,62696,0,435,0,0,457,868,0,0,34,West Brom,Everton,Burnley,Leicester,Swansea,0.7,0.6,0.6,1,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.8,0.7,0.6,0.7,0.6,1,0.6,0.6,0.6
Donald,Love,DEF,SUN,4000000,1,12,0.222222222222222,5.55555555555556E-08,3E-06,0,104198,1,5,0,0,0,0,0,3,3353,0,0,12,0,0.4,0,1.6,0,0,1,0,0,4.3,234170,0,3,0,0,322,5265,0,0,73,Burnley,Liverpool,Stoke,West Brom,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dejan,Lovren,DEF,LIV,5000000,2,53,3.5,7E-07,1.06E-05,0,194982,4,18,0,0,0,2,0,10.6,13198,0,0,53,0,0.5,0,2.6,2,0,5,0,0,6,307226,0,248,0,0,1305,6102,0,0,298,Man City,Sunderland,Man Utd,Swansea,Chelsea,3.8,2.6,2.5,4,3.8,3.7,4.6,2.2,4.9,4.7,3.4,4.1,5,4.3,3.5,4.1,3.1,4.9,4.2,4.1
Matthew,Lowton,DEF,BUR,4500000,0,35,2.2,4.88888888888889E-07,7.77777777777778E-06,0,24492,5,26,0,0,0,0,0,7.8,757,0,0,35,0,0.3,0,1.2,2,0,3,0,1,0.6,32957,0,0,0,0,1440,225,0,0,263,Sunderland,Man City,Southampton,Arsenal,Leicester,2.3,1.2,2.9,2.1,2,1.1,2.1,1.4,1.1,1.5,1.1,2.7,2.8,1.2,1.1,1.7,1.5,2.5,1.2,3.1
Leiva,Lucas,MID,LIV,4400000,0,10,0.185185185185185,4.20875420875421E-08,2.27272727272727E-06,0,8710,1,6,0,0,0,0,0,2.3,225,-1,0,10,1,0.2,0,0.8,0,0,0,0,0,0.2,8788,0,253,0,0,296,140,0,0,55,Man City,Sunderland,Man Utd,Swansea,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Greg,Luer,FWD,HUL,4400000,0,0,0,0,0,0,4418,0,0,0,0,0,0,0,0,172,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,5071,0,0,0,0,0,158,0,0,0,Everton,West Brom,Bournemouth,Chelsea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romelu,Lukaku,FWD,EVE,9400000,8,97,5.7,6.06382978723404E-07,1.03191489361702E-05,0,1107732,2,19,0,0,0,10,0,10.3,51317,4,0,97,-4,0.5,0,5,17,0,4,0,3,26.8,1818276,0,754,0,2,1466,55907,0,0,352,Hull City,Southampton,Man City,Crystal Palace,Stoke,6.9,7.8,7.9,7.3,6.7,8.4,6.5,8.6,5.8,8,8.2,6.7,6.2,8.6,8.6,6.7,6.8,6.9,8.2,6.5
Shaun,MacDonald,MID,BOU,4500000,0,0,0,0,0,0,3813,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.1,229,0,3,0,0,0,7,0,0,0,Swansea,Arsenal,Hull City,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Maffeo,DEF,MCI,4500000,0,0,0,0,0,0,644,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0,0,0,0,0,12,0,0,0,Liverpool,Burnley,Everton,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Maguire,DEF,HUL,4400000,1,14,1.3,2.95454545454545E-07,3.18181818181818E-06,0,1451,2,24,0,0,0,0,0,3.2,46,-1,0,14,1,0.3,0,1.2,0,0,0,0,2,0,1660,0,0,0,0,738,59,0,0,148,Everton,West Brom,Bournemouth,Chelsea,Man Utd,0.9,0.7,1.2,0.6,0.6,1.1,1.2,1.1,0.6,0.8,0.6,1.3,0.8,0.7,1,0.9,0.9,0.8,0.9,1
Riyad,Mahrez,MID,LEI,9000000,1,59,3.3,3.66666666666667E-07,6.55555555555556E-06,0,818640,3,26,0,0,0,3,0,6.6,10258,-5,0,59,5,0.2,1,2.2,4,0,3,0,3,9.3,121353,0,994,0,0,1369,597,0,0,223,West Ham,Middlesbrough,Chelsea,Southampton,Burnley,3.2,2.5,2.8,2,2.1,3.5,2.3,2.4,3.6,1.6,1.8,3.3,4.8,2.2,2.3,3.2,2.2,4.1,1.8,4
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0185185185185185,4.11522633744856E-09,2.22222222222222E-07,0,60,0,0,0,0,0,0,0,0.2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,2,3,0,0,5,Crystal Palace,Bournemouth,Swansea,Burnley,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Maja,FWD,SUN,4500000,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,189,0,0,0,Burnley,Liverpool,Stoke,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaun,Maloney,MID,HUL,4300000,0,15,0.277777777777778,6.45994832041344E-08,3.48837209302326E-06,0,81882,0,5,0,0,0,1,0,3.5,475,-2,0,15,2,0,0,0,2,0,0,0,1,0.7,88360,0,0,0,1,151,124,0,0,55,Everton,West Brom,Bournemouth,Chelsea,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Steve,Mandanda,GLK,CRY,4300000,0,19,0.351851851851852,8.18260120585702E-08,4.41860465116279E-06,0,119579,0,17,0,24,0,0,0,4.4,2885,-2,0,19,2,0,0,0,0,0,0,0,0,2.5,41921,0,0,0,0,810,68,0,0,120,Arsenal,Swansea,West Ham,Everton,Bournemouth,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Sadio,Mane,MID,LIV,9400000,2,104,6.1,6.48936170212766E-07,1.1063829787234E-05,0,664651,2,15,0,0,0,8,0,10.9,75695,4,1,104,-4,0.7,0,6.8,8,0,6,0,6,20.2,886016,0,635,0,2,1477,14084,-1,0,340,Man City,Sunderland,Man Utd,Swansea,Chelsea,6.4,7,6.8,8.1,6.6,6.7,7.4,7,6.1,9.1,5.5,8.2,8.8,6.5,6.4,7.2,7.1,7.9,5.5,8.3
Eliaquim,Mangala,DEF,MCI,5400000,0,0,0,0,0,0,20253,0,0,0,0,0,0,0,0,48,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,847,0,235,0,0,0,15,0,0,0,Liverpool,Burnley,Everton,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander,Manninger,GLK,LIV,4000000,0,0,0,0,0,0,5657,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0.4,9430,0,0,0,0,0,202,0,0,0,Man City,Sunderland,Man Utd,Swansea,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vito,Mannone,GLK,SUN,4300000,0,3,0.0555555555555556,1.29198966408269E-08,6.97674418604651E-07,0,32168,0,4,0,4,0,0,0,0.7,287,-2,0,3,2,0,0,0,0,0,0,0,0,0.5,7354,0,210,0,0,180,3047,0,0,25,Burnley,Liverpool,Stoke,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier,Manquillo,DEF,SUN,4300000,0,12,0.222222222222222,5.16795865633075E-08,2.7906976744186E-06,0,1983,1,12,0,0,0,0,0,2.8,68,-2,0,12,2,0.1,0,0.4,0,0,0,0,0,0,2242,0,0,0,0,642,7,0,0,66,Burnley,Liverpool,Stoke,West Brom,Tottenham,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Marc Wilson,DEF,BOU,3900000,0,0,0,0,0,0,44623,0,0,0,0,0,0,0,0,2102,-1,0,0,1,0,0,0,0,0,0,0,0,2.1,56434,0,14,0,0,0,7648,0,0,0,Swansea,Arsenal,Hull City,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian,Mariappa,DEF,WAT,4000000,0,0,0,0,0,0,11534,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0.4,21922,0,0,0,0,0,69,0,0,0,Tottenham,Stoke,Middlesbrough,Bournemouth,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazar,Markovic,MID,LIV,5400000,0,0,0,0,0,0,3071,0,0,0,0,0,0,0,0,24,-1,0,0,1,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,17,0,0,0,Man City,Sunderland,Man Utd,Swansea,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean,Marney,MID,BUR,4500000,3,44,2.4,5.33333333333333E-07,9.77777777777778E-06,0,41511,4,26,0,0,0,1,0,9.8,2255,0,0,44,0,0.5,0,2.2,1,0,4,0,1,0.9,62666,0,0,0,0,1527,740,0,0,210,Sunderland,Man City,Southampton,Arsenal,Leicester,0,1.2,2.3,1.2,2.9,1.3,1.8,1.2,1.2,1.2,1.6,2.1,2.1,1.3,1.2,2.3,1.2,2.3,1.2,2
David,Marshall,GLK,HUL,4500000,2,29,2.2,4.88888888888889E-07,6.44444444444444E-06,0,3363,0,32,0,48,0,0,0,6.4,151,0,0,29,0,0.6,0,2.6,0,0,0,0,0,0.1,6068,0,0,0,0,1170,263,0,0,212,Everton,West Brom,Bournemouth,Chelsea,Man Utd,2,1.8,2.6,1.5,1.2,2.5,2.7,2.4,1.1,1.9,1.5,2.8,2,1.7,2.3,2,2,2,2,2.3
Anthony,Martial,MID,MUN,9300000,1,37,0.685185185185185,7.36758263639984E-08,3.97849462365591E-06,0,288415,0,5,0,0,0,1,0,4,1213,-2,0,37,2,0.2,0,2,3,0,4,0,3,2.5,98252,0,593,0,1,553,60,0,0,106,Middlesbrough,West Ham,Liverpool,Stoke,Hull City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
