FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Yannick,Bolasie,MID,EVE,5700000,0,45,3.2,5.6140350877193E-07,7.89473684210526E-06,0,401806,3,14,0,0,0,1,0,7.8,8600,-3,1,45,3,0.1,0,0.8,3,0,3,0,4,2.2,291806,0,469,0,0,1048,156,-1,0,172,Leicester,Hull City,Southampton,Man City,Crystal Palace,0,0,0,0,0,2.2,3.7,2.5,4.5,1.6,3.1,3.4,1.6,2.4,4.3,4.2,1.8,2.6,2.3,3.8,1.6
Wilfried,Bony,FWD,STK,7100000,0,28,3.1,4.36619718309859E-07,3.94366197183099E-06,0,123919,1,12,0,0,0,2,0,3.9,2374,-4,0,28,4,0,0,0,3,0,3,0,0,0.7,112225,0,249,0,1,677,257,0,0,90,Liverpool,Chelsea,Watford,Sunderland,Man Utd,3,2.3,3.4,2.9,2.9,3.4,3,3.4,2.4,3,3.3,2.5,3.1,2.8,3.4,4.2,3.5,3.7,2.3,3,2.5
Fabio,Borini,FWD,SUN,5100000,2,7,0.137254901960784,2.69127258746636E-08,1.37254901960784E-06,0,67879,1,3,0,0,0,0,0,1.4,466,-4,0,7,4,0.1,0,0.6,0,0,2,0,0,0.5,7911,0,280,0,0,324,878,0,0,21,Man Utd,Burnley,Liverpool,Stoke,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0,0,0,0,2944,0,0,0,0,0,0,0,0,19,-1,0,0,1,0,0,0,0,0,0,0,0,0,91,0,123,0,0,0,3,0,0,0,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artur,Boruc,GLK,BOU,4600000,2,52,3.5,7.60869565217391E-07,1.1304347826087E-05,0,158380,1,25,0,47,0,0,0,11.3,6793,1,0,52,-1,0.5,0,2.4,1,0,4,0,0,6.7,204930,0,281,1,1,1350,887,0,0,280,Chelsea,Swansea,Arsenal,Hull City,Watford,2.6,2.7,5.1,3.3,4.4,4.3,2.6,4.1,3.1,2.2,5.2,4.2,3.3,3.6,3.9,2.7,4.1,2.3,5.1,4.9,1.8
Sofiane,Boufal,MID,SOU,6800000,1,20,0.392156862745098,5.76701268742791E-08,2.94117647058824E-06,0,7431,2,3,0,0,0,1,0,2.9,977,-2,0,20,2,0.4,0,2.8,1,0,3,0,0,0.1,11437,0,0,0,0,439,613,0,0,87,Tottenham,West Brom,Everton,Burnley,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jarrod,Bowen,FWD,HUL,4500000,1,5,0.0980392156862745,2.17864923747277E-08,1.11111111111111E-06,0,3851,0,1,0,0,0,0,0,1.1,146,0,0,5,0,0.1,0,0.6,0,0,0,0,0,0.1,4784,0,0,0,0,65,157,0,0,15,Man City,Everton,West Brom,Bournemouth,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George,Boyd,MID,BUR,5100000,2,35,2.2,4.31372549019608E-07,6.86274509803922E-06,0,8612,1,22,0,0,0,1,0,6.9,168,-4,0,35,4,0.5,0,2.8,0,0,2,0,0,0.1,2845,0,0,0,0,1167,437,0,0,151,Middlesbrough,Sunderland,Man City,Southampton,Arsenal,2,2.9,1.1,2,1.1,2.7,1.1,1.5,1.1,1.1,1.1,1.4,1.8,1.8,1.2,1.1,2,1.1,1.9,1.1,1.9
Cameron,Brannagan,MID,LIV,4200000,0,0,0,0,0,0,1952,0,0,0,0,0,0,0,0,140,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1533,0,27,0,0,0,222,0,0,0,Stoke,Man City,Sunderland,Man Utd,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio,Bravo,GLK,MCI,5300000,2,48,3.4,6.41509433962264E-07,9.0566037735849E-06,0,77016,0,17,0,28,0,0,0,9.1,3577,-2,0,48,2,0.5,0,2.4,3,0,3,0,0,1.9,109784,0,0,1,1,1260,1507,0,0,241,Hull City,Liverpool,Burnley,Everton,Tottenham,3.7,4,4.4,3,4.3,4.2,3.7,3.4,2.9,2.7,4.5,4.6,4.5,3,4.2,3.8,3.9,3.3,3.7,3.4,3.2
Miguel,Britos,DEF,WAT,4400000,2,27,1.9,4.31818181818182E-07,6.13636363636364E-06,0,18301,4,21,0,0,0,0,0,6.1,920,-1,0,27,1,0.1,0,0.6,2,0,3,0,0,0.5,32186,0,205,0,1,1253,764,0,1,201,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,1.6,2,1.8,1.6,1.2,2.2,2,1,2.5,2.2,1,1.4,1.7,1.7,1.1,1.6,1.4,2.1,1,1,1.6
Leon,Britton,MID,SWA,4400000,2,16,0.313725490196078,7.1301247771836E-08,3.63636363636364E-06,0,3115,2,16,0,0,0,0,0,3.6,88,-1,0,16,1,0.3,0,1.4,0,0,2,0,0,0.1,1421,0,166,0,0,647,58,0,0,99,West Ham,Bournemouth,Crystal Palace,Arsenal,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marcus,Browne,MID,WHU,4500000,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,10,0,0,0,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyias,Browning,DEF,EVE,3900000,0,0,0,0,0,0,44259,0,0,0,0,0,0,0,0,3164,-1,0,0,1,0,0,0,0,0,0,0,0,2.5,87754,0,22,0,0,0,5865,0,0,0,Leicester,Hull City,Southampton,Man City,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Bruce,DEF,HUL,4000000,0,0,0,0,0,0,4989,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4006,0,0,0,0,0,58,0,0,0,Man City,Everton,West Brom,Bournemouth,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Brunt,DEF,WBA,5000000,0,37,0.725490196078431,1.45098039215686E-07,7.4E-06,0,10801,3,12,0,0,0,1,0,7.4,4666,0,0,37,0,1.1,0,5.4,6,0,1,0,3,1.6,69067,0,230,0,1,769,8812,0,0,166,Arsenal,Southampton,Hull City,Tottenham,Sunderland,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4
Reece,Burke,DEF,WHU,4000000,0,0,0,0,0,0,2314,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2324,0,0,0,0,0,17,0,0,0,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Butland,GLK,STK,4600000,0,0,0,0,0,0,137663,0,0,0,0,0,0,0,0,1487,-4,0,0,4,0,0,0,0,0,0,0,0,1,3106,0,341,0,0,0,64,0,0,0,Liverpool,Chelsea,Watford,Sunderland,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,WHU,4300000,0,7,0.137254901960784,3.19197446420429E-08,1.62790697674419E-06,0,29645,2,6,0,0,0,0,0,1.6,292,-2,0,7,2,0,0,0,0,0,1,0,0,0.3,11267,0,39,0,0,264,14,0,0,56,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Willy,Caballero,GLK,MCI,4800000,0,6,0.117647058823529,2.45098039215686E-08,1.25E-06,0,26046,0,3,0,5,0,0,0,1.3,188,-2,0,6,2,0,0,0,0,0,0,0,0,0.3,20478,0,45,0,0,270,23,0,0,39,Hull City,Liverpool,Burnley,Everton,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Yohan,Cabaye,MID,CRY,5600000,2,24,0.470588235294118,8.40336134453782E-08,4.28571428571429E-06,0,120253,5,26,0,0,0,1,0,4.3,658,-4,0,24,4,0.2,1,1,3,0,0,0,0,1.1,12180,0,397,0,1,916,493,0,0,154,Watford,Arsenal,Swansea,West Ham,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Gary,Cahill,DEF,CHE,6300000,8,82,4.8,7.61904761904762E-07,1.3015873015873E-05,0,126271,1,11,0,0,0,1,0,13,4160,3,0,82,-3,0.8,0,4.8,8,0,10,0,0,11.6,328029,1,283,0,1,1523,25177,0,0,367,Bournemouth,Stoke,Tottenham,Leicester,Hull City,7.1,6.5,5.2,3.7,6.7,6,6.5,4.8,6,5.9,6.3,6.3,6.1,5.9,5.5,4.5,7,5,5.9,5.8,6.2
Jonathan,Calleri,FWD,WHU,6700000,0,6,0.117647058823529,1.75592625109745E-08,8.95522388059701E-07,0,2646,0,2,0,0,0,0,0,0.9,73,-3,0,6,3,0,0,0,0,0,0,0,0,0,2478,0,0,0,0,135,42,0,0,8,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6300000,2,53,3.3,5.23809523809524E-07,8.41269841269841E-06,0,294634,0,19,0,0,0,5,0,8.3,15066,-2,1,53,2,0.5,0,3.2,2,0,6,0,1,2.6,283238,0,165,0,0,1115,2457,-1,0,144,Chelsea,Swansea,Arsenal,Hull City,Watford,2,3.2,3.8,3.6,4.1,4.2,2.4,4.1,2.6,2.4,4.5,4.6,2.2,2.7,3.2,2.1,3.8,2.5,3.7,4.8,2.8
Dominic,Calvert-Lewin,FWD,EVE,4500000,1,2,0.0392156862745098,8.71459694989107E-09,4.44444444444444E-07,0,753,0,1,0,0,0,0,0,0.4,103,0,0,2,0,0.1,0,0.4,0,0,0,0,0,0,1338,0,0,0,0,30,166,0,0,5,Leicester,Hull City,Southampton,Man City,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geoff,Cameron,DEF,STK,4300000,0,20,0.392156862745098,9.11992704058367E-08,4.65116279069767E-06,0,20193,0,11,0,0,0,0,0,4.7,801,-2,1,20,2,0,0,0,2,0,2,0,0,0.3,14427,0,293,0,0,630,25,-1,0,126,Liverpool,Chelsea,Watford,Sunderland,Man Utd,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fraizer,Campbell,FWD,CRY,4400000,1,9,0.176470588235294,4.01069518716578E-08,2.04545454545455E-06,0,42121,0,2,0,0,0,1,0,2,2612,-1,0,9,1,0.3,0,1.4,0,0,0,0,0,1.1,55679,0,12,0,0,51,2902,0,0,38,Watford,Arsenal,Swansea,West Ham,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Joel,Campbell,MID,ARS,5900000,0,0,0,0,0,0,4858,0,0,0,0,0,0,0,0,37,-1,0,0,1,0,0,0,0,0,0,0,0,0,329,0,175,0,0,0,17,0,0,0,West Brom,Crystal Palace,Bournemouth,Swansea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emre,Can,MID,LIV,4900000,1,39,0.764705882352941,1.56062424969988E-07,7.95918367346939E-06,0,108468,2,9,0,0,0,3,0,8,7836,-1,0,39,1,0.6,0,3,2,0,3,0,1,2,117860,0,399,0,0,670,3881,0,0,155,Stoke,Man City,Sunderland,Man Utd,Swansea,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Etienne,Capoue,MID,WAT,4900000,2,77,4.5,9.18367346938776E-07,1.57142857142857E-05,0,804425,2,28,0,0,0,5,0,15.4,55870,4,1,77,-4,0.4,0,1.8,14,0,3,0,1,36.1,1987536,0,347,0,3,1489,29122,-1,0,296,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,4.7,5,4.1,5.4,3.6,3,6.4,4.3,5,5.3,3.2,4.2,6.8,5.1,2.9,5.4,4.1,3.8,4.3,3.8,4.2
Michael,Carrick,MID,MUN,4300000,3,15,0.294117647058824,6.83994528043776E-08,3.48837209302326E-06,0,58071,0,4,0,0,0,0,0,3.5,2333,-2,0,15,2,0.5,0,2,0,0,2,0,0,1.6,66908,0,275,0,0,553,7646,0,0,106,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andy,Carroll,FWD,WHU,6200000,2,12,2.4,3.87096774193548E-07,1.93548387096774E-06,0,278765,0,5,0,0,0,1,0,1.9,5606,-3,0,12,3,0.3,0,2,0,0,2,0,0,2.7,96151,0,381,0,0,308,10108,0,0,45,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,2.1,1.8,2.1,2.6,1.7,2.5,1.4,2.3,1.7,1.9,1.3,3.1,2.4,1.8,2.9,1.7,2.6,1.7,2.5,2.6,1.6
Tom,Carroll,MID,TOT,4200000,0,1,0.0196078431372549,4.66853408029879E-09,2.38095238095238E-07,0,6260,0,0,0,0,0,0,0,0.2,288,-3,0,1,3,0,0,0,0,0,0,0,0,0.2,4380,0,93,0,0,1,576,0,0,3,Southampton,Watford,Chelsea,West Brom,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron,Carter-Vickers,DEF,TOT,4300000,0,0,0,0,0,0,1579,0,0,0,0,0,0,0,0,31,-2,0,0,2,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0,19,0,0,0,Southampton,Watford,Chelsea,West Brom,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Cathcart,DEF,WAT,4300000,0,6,0.117647058823529,2.7359781121751E-08,1.3953488372093E-06,0,17440,1,7,0,0,0,0,0,1.4,138,-2,0,6,2,0,0,0,0,0,0,0,0,0.2,3625,0,335,0,0,405,42,0,0,51,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lee,Cattermole,MID,SUN,4300000,0,3,0.0588235294117647,1.36798905608755E-08,6.97674418604651E-07,0,5424,1,3,0,0,0,0,0,0.7,81,-2,0,3,2,0,0,0,0,0,0,0,0,0.1,1488,0,246,0,0,175,15,0,0,17,Man Utd,Burnley,Liverpool,Stoke,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santiago,Cazorla,MID,ARS,7000000,0,38,0.745098039215686,1.06442577030812E-07,5.42857142857143E-06,0,366237,2,5,0,0,0,2,0,5.4,1709,-5,0,38,5,0,0,0,5,0,4,0,2,1.6,329638,0,259,0,0,618,67,0,0,159,West Brom,Crystal Palace,Bournemouth,Swansea,Burnley,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4
Petr,Cech,GLK,ARS,5400000,2,50,2.9,5.37037037037037E-07,9.25925925925926E-06,0,331052,2,19,0,46,0,0,0,9.1,17253,-1,1,50,1,0.4,0,2,0,0,4,0,0,15.2,222833,1,409,0,0,1530,2502,-1,0,268,West Brom,Crystal Palace,Bournemouth,Swansea,Burnley,3,2.9,2.7,2.5,3.5,3,2.4,3.3,3,3.3,2.7,2.9,2.8,4.1,3,2.7,2.9,2.5,2.2,3.6,3.1
,Cedric,DEF,SOU,4900000,2,40,3.6,7.3469387755102E-07,8.16326530612245E-06,0,96532,1,10,0,0,0,0,0,8,5365,-1,1,40,1,0.4,0,2.2,7,0,4,0,0,1.9,122423,0,320,0,0,912,1157,-1,0,220,Tottenham,West Brom,Everton,Burnley,Leicester,5,4.5,2.9,2.8,4,3,5.4,2.6,5.1,3.1,3.5,3.1,5.1,4.3,3.5,4.2,2.9,4.8,4,3.3,5.1
Nacer,Chadli,MID,WBA,6100000,2,56,4.7,7.70491803278689E-07,9.18032786885246E-06,0,245157,1,12,0,0,0,4,0,9.2,6861,-4,1,56,4,0.3,0,1.6,8,0,2,0,2,1.7,280893,0,173,0,2,799,1305,-1,0,173,Arsenal,Southampton,Hull City,Tottenham,Sunderland,3.5,4.1,5.5,3.3,7,5.1,4.9,3.9,5.9,4.8,4.4,3.8,4.9,5,5.4,3.8,3.8,6.7,4.5,4.3,4.7
Nathaniel,Chalobah,MID,CHE,4500000,0,8,0.156862745098039,3.48583877995643E-08,1.77777777777778E-06,0,665,1,0,0,0,0,0,0,1.8,29,0,0,8,0,0,0,0.2,0,0,0,0,1,0,830,0,0,0,0,64,26,0,0,29,Bournemouth,Stoke,Tottenham,Leicester,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Chamberlain,MID,ARS,5800000,1,48,0.941176470588235,1.62271805273834E-07,8.27586206896552E-06,0,127064,0,9,0,0,0,2,0,8.3,18463,-2,0,48,2,0.8,0,4.4,2,0,1,0,4,1.6,108823,0,186,0,1,704,2292,0,0,207,West Brom,Crystal Palace,Bournemouth,Swansea,Burnley,0,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5
Calum,Chambers,DEF,MID,4400000,6,35,2.9,6.59090909090909E-07,7.95454545454546E-06,0,130026,3,16,0,0,0,1,0,8,1690,-1,0,35,1,0.7,0,3.2,1,0,3,0,0,3.3,115907,0,70,0,0,1080,10533,0,0,221,Burnley,Man Utd,Leicester,Watford,West Ham,2.2,2.1,2.7,2.5,4.2,3.1,2.5,3.1,3,3.6,3,2.3,2.5,2.9,3.5,3.9,2.6,2.8,2.3,3.7,3.2
James,Chester,DEF,WBA,4500000,0,0,0,0,0,0,4412,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,85,0,0,0,8,0,0,0,Arsenal,Southampton,Hull City,Tottenham,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,LEI,4300000,0,0,0,0,0,0,6103,0,0,0,0,0,0,0,0,69,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,810,0,0,0,0,0,33,0,0,0,Everton,West Ham,Middlesbrough,Chelsea,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro,Chirivella,MID,LIV,4200000,0,0,0,0,0,0,1888,0,0,0,0,0,0,0,0,155,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,1571,0,2,0,0,0,182,0,0,0,Stoke,Man City,Sunderland,Man Utd,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Christian Benteke,FWD,CRY,7700000,2,66,4.4,5.71428571428571E-07,8.57142857142857E-06,0,413957,3,29,0,0,0,8,0,8.6,23430,2,0,66,-2,0.8,1,6.4,6,0,1,0,1,11.1,749656,0,315,0,1,1333,70592,0,0,211,Watford,Arsenal,Swansea,West Ham,Everton,4.9,5.2,6,5.3,5.5,4.2,5.9,5.1,4.9,5.1,5.4,5.4,4.2,4.4,5,6.4,5.1,6.3,5.5,6,4.8
Josh,Clackstone,DEF,HUL,4000000,0,0,0,0,0,0,3645,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0.2,6299,0,0,0,0,0,61,0,0,0,Man City,Everton,West Brom,Bournemouth,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordy,Clasie,MID,SOU,4700000,4,19,0.372549019607843,7.92657488527326E-08,4.04255319148936E-06,0,3554,3,10,0,0,0,0,0,4,148,-3,0,19,3,0.3,0,1.6,0,0,1,0,1,0.1,1902,0,183,0,0,674,197,0,0,87,Tottenham,West Brom,Everton,Burnley,Leicester,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adam,Clayton,MID,MID,4300000,6,31,2.1,4.88372093023256E-07,7.2093023255814E-06,0,23938,4,12,0,0,0,0,0,7.2,902,-2,0,31,2,0.6,0,2.6,0,0,5,0,1,0.6,27867,0,0,0,0,1171,1936,0,0,178,Burnley,Man Utd,Leicester,Watford,West Ham,1.2,1.4,2.2,1.5,1.4,1.5,1,1.7,1.3,1.3,2.4,1.6,1.3,1.3,2.1,1,1.1,1.1,1,1.6,1
Tom,Cleverley,MID,EVE,5200000,0,12,0.235294117647059,4.52488687782805E-08,2.30769230769231E-06,0,7799,1,9,0,0,0,0,0,2.3,142,-3,0,12,3,0.1,0,0.4,0,0,0,0,0,0.1,1299,0,241,0,0,404,67,0,0,57,Leicester,Hull City,Southampton,Man City,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Gael,Clichy,DEF,MCI,5200000,2,25,2.8,5.38461538461538E-07,4.80769230769231E-06,0,44719,0,8,0,0,0,0,0,4.8,623,-3,0,25,3,0.4,0,2.2,1,0,2,0,0,1.1,15725,0,166,0,0,731,1102,0,0,157,Hull City,Liverpool,Burnley,Everton,Tottenham,2.8,3,3.3,2.2,3.3,3.4,2.8,2.5,2.1,2,3.5,3.5,3.7,2.2,3.2,2.8,2.9,2.5,2.8,2.6,2.4
Sam,Clucas,MID,HUL,4700000,2,33,1.9,4.04255319148936E-07,7.02127659574468E-06,0,3334,5,35,0,0,0,0,0,7,82,-3,0,33,3,0.4,0,1.8,0,0,1,0,1,0,1683,0,0,0,0,1487,52,0,0,249,Man City,Everton,West Brom,Bournemouth,Chelsea,1,1.5,1,1.6,1,1.1,1,1,1.9,1.1,1.4,1,1.3,1.4,1,1,1.7,1,2.1,1.1,1.3
Nathaniel,Clyne,DEF,LIV,5700000,7,63,3.7,6.49122807017544E-07,1.10526315789474E-05,0,252254,0,20,0,0,0,0,0,11.1,6232,2,0,63,-2,0.9,0,5,9,0,5,0,2,12.2,318095,0,387,0,1,1530,21021,0,0,349,Stoke,Man City,Sunderland,Man Utd,Swansea,5.1,4.2,2.9,2.8,4.3,4,4,5,2.3,5.1,5,3.6,4.6,5.2,4.7,3.8,4.4,3.4,5.3,4.4,4.2
Seamus,Coleman,DEF,EVE,5500000,1,52,3.7,6.72727272727273E-07,9.45454545454545E-06,0,177999,3,19,0,0,0,3,0,9.5,4969,0,0,52,0,0.5,0,2.8,5,0,2,0,0,4.4,218315,0,327,0,1,1236,6711,0,0,244,Leicester,Hull City,Southampton,Man City,Crystal Palace,2.1,3.7,5.4,4.4,3.8,4.5,5.3,3.4,4.6,3.2,4.7,5,4.1,2.6,4.2,5.2,4.1,4.1,3.1,4.7,4.5
James,Collins,DEF,WHU,4200000,0,23,2.6,6.19047619047619E-07,5.47619047619048E-06,0,305228,1,16,0,0,0,1,0,5.5,9197,-3,0,23,3,0.1,0,0.6,3,0,1,0,0,4.6,324029,0,217,0,1,726,790,0,0,146,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,0,1.3,2.1,2.7,2,2.6,2.3,2.8,1.9,2.4,2,2.5,2.2,3.2,2.6,1.6,2.9,2.8,3.2,3.3,1.7
Lewis,Cook,MID,BOU,4200000,0,2,0.0392156862745098,9.33706816059757E-09,4.76190476190476E-07,0,23033,0,3,0,0,0,0,0,0.5,1157,-3,0,2,3,0,0,0,0,0,0,0,0,0.5,13623,0,0,0,0,80,413,0,0,10,Chelsea,Swansea,Arsenal,Hull City,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve,Cook,DEF,BOU,5100000,1,63,3.7,7.25490196078431E-07,1.23529411764706E-05,0,43808,2,28,0,0,0,2,0,12.4,9579,1,0,63,-1,0.6,0,3.2,9,0,5,0,0,3.6,153030,0,443,0,1,1530,4037,0,0,363,Chelsea,Swansea,Arsenal,Hull City,Watford,2.8,3,5.4,3.5,4.8,4.6,2.8,4.5,3.4,2.5,5.6,4.6,3.6,3.9,4.2,3,4.5,2.5,5.4,5.3,2
Francis,Coquelin,MID,ARS,4300000,2,29,2.1,4.88372093023256E-07,6.74418604651163E-06,0,98556,3,15,0,0,0,0,0,6.7,3864,-2,0,29,2,0.5,0,2,1,0,2,0,1,2.5,96998,0,246,0,0,1072,4737,0,0,176,West Brom,Crystal Palace,Bournemouth,Swansea,Burnley,1.4,1.3,1.1,1.4,2.1,1.8,1,1.6,1.1,1,2.2,1.3,1.1,1.4,1.4,1.5,2.4,1,1.5,1.3,1.7
Jack,Cork,MID,SWA,4600000,0,24,1.8,3.91304347826087E-07,5.21739130434783E-06,0,3837,2,24,0,0,0,0,0,5.1,93,-4,1,24,4,0.2,0,1,0,0,1,0,1,0.1,1272,1,376,0,0,961,34,-1,0,152,West Ham,Bournemouth,Crystal Palace,Arsenal,Liverpool,1.2,1.5,1,0.9,0.9,1.3,0.9,1.8,0.9,1.7,0.9,0.9,1.3,1.2,0.9,1.1,1.1,1,1.4,1.3,1.2
